row.id,year,exposure,nb.rb,driver.age,drv.age,driver.gender,marital.status,yrs.licensed,yrs.lic,ncd.level,region,body.code,vehicle.age,veh.age,vehicle.value,seats,ccm,hp,weight,length,width,height,fuel.type,prior.claims,clm.count,clm.incurred
7746,2012,42%,RB,45,45,Male,Married,3,3,4,16,E,5,5,24.5,5,1910,105,1330,4.253,1.722,1.831,Diesel,1,0,0
7747,2012,50%,RB,45,45,Male,Married,3,3,4,16,E,5,5,24.5,5,1910,105,1330,4.253,1.722,1.831,Diesel,1,0,0
7748,2011,67%,NB,38,38,Male,Married,6,6,6,16,A,5,5,27.75,5,1896,105,1446,4.405,1.802,1.833,Diesel,0,0,0
7749,2012,42%,NB,38,38,Male,Married,6,6,6,16,A,5,5,27.75,5,1896,105,1446,4.405,1.802,1.833,Diesel,0,0,0
7750,2011,58%,NB,41,41,Male,Married,2,2,3,4,A,1,1,27.025,4,1398,70,1190,3.864,1.716,1.721,Diesel,0,0,0
7751,2012,50%,NB,41,41,Male,Married,2,2,3,4,A,1,1,27.025,4,1398,70,1190,3.864,1.716,1.721,Diesel,0,0,0
7752,2011,33%,RB,42,42,Male,Married,3,3,4,4,A,2,2,26.4,4,1398,70,1190,3.864,1.716,1.721,Diesel,0,0,0
7753,2011,58%,RB,50,50,Male,Married,3,3,6,4,G,5,5,34,6,1896,86,1815,5.29,1.904,1.959,Diesel,1,0,0
7754,2012,50%,RB,50,50,Male,Married,3,3,6,4,G,5,5,34,6,1896,86,1815,5.29,1.904,1.959,Diesel,1,0,0
7755,2011,67%,NB,25,25,Male,Married,2,2,1,4,B,1,1,28.1,3,2476,94,1670,4.795,1.74,1.965,Diesel,1,0,0
7756,2012,42%,NB,25,25,Male,Married,2,2,1,4,B,1,1,28.1,3,2476,94,1670,4.795,1.74,1.965,Diesel,1,0,0
7757,2011,67%,NB,39,39,Male,Married,2,2,1,4,A,1,1,27.25,5,1560,75,1422,4.38,2.112,1.875,Diesel,2,0,0
7758,2012,42%,NB,39,39,Male,Married,2,2,1,4,A,1,1,27.25,5,1560,75,1422,4.38,2.112,1.875,Diesel,2,1,17.5
7759,2011,58%,NB,59,59,Male,Married,6,6,6,4,A,5,5,25,5,1753,90,1485,4.297,1.795,1.814,Diesel,1,0,0
7760,2012,50%,NB,59,59,Male,Married,6,6,6,4,A,5,5,25,5,1753,90,1485,4.297,1.795,1.814,Diesel,1,0,0
7761,2012,33%,RB,60,60,Male,Married,7,7,6,4,A,6,6,21.6,5,1753,90,1485,4.297,1.795,1.814,Diesel,1,0,0
7762,2011,58%,RB,58,58,Male,Married,3,3,4,4,D,2,2,29.25,5,1461,85,1389,4.213,1.83,1.84,Diesel,0,0,0
7763,2011,50%,RB,58,58,Male,Married,3,3,4,4,D,2,2,29.25,5,1461,85,1389,4.213,1.83,1.84,Diesel,0,0,0
7764,2011,58%,RB,47,47,Male,Married,7,7,6,4,A,6,6,25.75,5,1896,105,1446,4.405,1.802,1.833,Diesel,2,0,0
7765,2012,50%,RB,47,47,Male,Married,7,7,6,4,A,6,6,25.75,5,1896,105,1446,4.405,1.802,1.833,Diesel,2,0,0
7766,2011,67%,NB,33,33,Female,Married,4,4,1,4,E,0,0,35.5,2,1248,75,1190,3.864,1.716,1.721,Diesel,0,0,0
7767,2012,42%,NB,33,33,Female,Married,4,4,1,4,E,0,0,35.5,2,1248,75,1190,3.864,1.716,1.721,Diesel,0,0,0
7768,2012,58%,NB,46,46,Male,Married,2,2,3,2,A,1,1,34,5,1560,110,1444,4.38,2.112,1.875,Diesel,0,0,0
7769,2013,50%,NB,46,46,Male,Married,2,2,3,2,A,1,1,34,5,1560,110,1444,4.38,2.112,1.875,Diesel,0,0,0
7770,2011,67%,NB,30,30,Male,Married,3,3,3,4,A,1,1,23.05,5,1461,70,1205,4.45,1.993,1.64,Diesel,1,1,578.37
7771,2012,42%,NB,30,30,Male,Married,3,3,3,4,A,1,1,23.05,5,1461,70,1205,4.45,1.993,1.64,Diesel,1,0,0
7772,2011,58%,NB,46,46,Male,Married,4,4,4,4,A,2,2,30.765,5,1598,105,1470,4.74,1.832,1.88,Diesel,2,1,16.58
7773,2012,50%,NB,46,46,Male,Married,4,4,4,4,A,2,2,30.765,5,1598,105,1470,4.74,1.832,1.88,Diesel,2,0,0
7774,2011,58%,RB,55,55,Male,Married,3,3,4,4,E,7,7,16.75,5,1997,90,1285,4.137,1.724,1.924,Diesel,0,0,0
7775,2012,50%,RB,55,55,Male,Married,3,3,4,4,E,7,7,16.75,5,1997,90,1285,4.137,1.724,1.924,Diesel,0,0,0
7776,2011,58%,NB,29,29,Female,Married,5,5,6,4,A,1,1,29.555,4,1398,70,1190,3.864,1.716,1.721,Diesel,0,1,182.82
7777,2012,50%,NB,29,29,Female,Married,5,5,6,4,A,1,1,29.555,4,1398,70,1190,3.864,1.716,1.721,Diesel,0,0,0
7778,2012,58%,NB,43,43,Male,Married,5,5,1,4,G,0,0,59.412,6,1968,102,1901,4.892,1.904,1.99,Diesel,0,1,10.26
7779,2011,50%,NB,43,43,Male,Married,5,5,1,4,G,0,0,59.412,6,1968,102,1901,4.892,1.904,1.99,Diesel,0,0,0
7780,2012,58%,NB,26,26,Male,Single,1,1,1,4,E,3,3,19.25,2,1997,75,1211,4.137,1.724,1.815,Diesel,0,0,0
7781,2011,50%,NB,26,26,Male,Single,1,1,1,4,E,3,3,19.25,2,1997,75,1211,4.137,1.724,1.815,Diesel,0,0,0
7782,2011,58%,NB,41,41,Female,Married,7,7,6,16,E,6,6,22,5,1997,90,1285,4.137,1.724,1.924,Diesel,0,0,0
7783,2012,50%,NB,41,41,Female,Married,7,7,6,16,E,6,6,22,5,1997,90,1285,4.137,1.724,1.924,Diesel,0,0,0
7784,2011,33%,RB,42,42,Female,Married,8,8,6,16,E,7,7,17.934,5,1997,90,1285,4.137,1.724,1.924,Diesel,0,0,0
7785,2012,58%,RB,51,51,Male,Married,8,8,6,3,A,7,7,23.75,5,1896,105,1446,4.405,1.802,1.833,Diesel,0,1,2828.15
7786,2011,50%,RB,51,51,Male,Married,8,8,6,3,A,7,7,23.75,5,1896,105,1446,4.405,1.802,1.833,Diesel,0,0,0
7787,2012,33%,RB,52,52,Male,Married,10,9,6,3,A,8,8,27.1,5,1896,105,1446,4.405,1.802,1.833,Diesel,0,0,0
7788,2011,58%,NB,43,43,Male,Married,1,1,6,4,F,4,4,22.2,3,2476,94,1440,4.795,1.74,1.965,Diesel,0,0,0
7789,2012,50%,NB,43,43,Male,Married,1,1,6,4,F,4,4,22.2,3,2476,94,1440,4.795,1.74,1.965,Diesel,0,0,0
7790,2011,58%,RB,50,50,Male,Married,5,5,4,4,D,4,4,20,2,1896,105,1406,4.405,1.802,1.833,Diesel,1,0,0
7791,2012,50%,RB,50,50,Male,Married,5,5,4,4,D,4,4,20,2,1896,105,1406,4.405,1.802,1.833,Diesel,1,0,0
7792,2012,58%,NB,50,50,Male,Married,3,3,3,4,E,1,1,30.5,2,1248,75,1190,3.864,1.716,1.721,Diesel,0,0,0
7793,2012,50%,NB,50,50,Male,Married,3,3,3,4,E,1,1,30.5,2,1248,75,1190,3.864,1.716,1.721,Diesel,0,0,0
7794,2011,58%,NB,60,60,Male,Married,7,7,6,4,A,4,4,29.5,5,1896,105,1446,4.405,1.802,1.833,Diesel,3,0,0
7795,2012,50%,NB,60,60,Male,Married,7,7,6,4,A,4,4,29.5,5,1896,105,1446,4.405,1.802,1.833,Diesel,3,0,0
7796,2012,58%,NB,32,32,Male,Married,1,1,1,2,E,2,2,28.25,2,1248,75,1190,3.864,1.716,1.721,Diesel,0,0,0
7797,2011,50%,NB,32,32,Male,Married,1,1,1,2,E,2,2,28.25,2,1248,75,1190,3.864,1.716,1.721,Diesel,0,0,0
7798,2012,58%,RB,46,46,Male,Married,3,3,3,4,E,2,2,28.25,2,1248,75,1190,3.864,1.716,1.721,Diesel,1,0,0
7799,2011,50%,RB,46,46,Male,Married,3,3,3,4,E,2,2,28.25,2,1248,75,1190,3.864,1.716,1.721,Diesel,1,0,0
7800,2012,58%,RB,41,41,Male,Married,5,5,5,2,B,3,3,23,3,2476,94,1670,4.795,1.74,1.965,Diesel,0,0,0
7801,2011,50%,RB,41,41,Male,Married,5,5,5,2,B,3,3,23,3,2476,94,1670,4.795,1.74,1.965,Diesel,0,0,0
7802,2012,33%,RB,42,42,Male,Married,6,6,6,2,B,4,4,23.7,3,2476,94,1670,4.795,1.74,1.965,Diesel,0,0,0
7803,2011,58%,NB,27,27,Female,Married,1,1,1,4,A,1,1,25.25,4,1398,70,1090,3.864,1.816,1.721,Diesel,0,0,0
7804,2012,50%,NB,27,27,Female,Married,1,1,1,4,A,1,1,25.25,4,1398,70,1090,3.864,1.816,1.721,Diesel,0,0,0
7805,2011,33%,RB,28,28,Female,Married,2,2,3,4,A,2,2,25.8,4,1398,70,1090,3.864,1.816,1.721,Diesel,0,0,0
7806,2012,58%,RB,44,44,Male,Single,7,7,6,4,A,3,3,20.3,5,1753,75,1485,4.297,1.795,1.814,Diesel,1,0,0
7807,2011,50%,RB,44,44,Male,Single,7,7,6,4,A,3,3,20.3,5,1753,75,1485,4.297,1.795,1.814,Diesel,1,0,0
7808,2012,33%,RB,45,45,Male,Single,8,8,6,4,A,4,4,19.1,5,1753,75,1485,4.297,1.795,1.814,Diesel,1,0,0
7809,2012,58%,NB,41,41,Male,Married,4,4,5,4,A,3,3,24.835,5,1753,75,1485,4.297,1.795,1.814,Diesel,0,1,1336.81
7810,2011,50%,NB,41,41,Male,Married,4,4,5,4,A,3,3,24.835,5,1753,75,1485,4.297,1.795,1.814,Diesel,0,0,0
7811,2012,58%,RB,41,41,Male,Married,3,3,4,4,A,1,1,31.25,5,1560,90,1422,4.38,2.112,1.875,Diesel,2,0,0
7812,2011,50%,RB,41,41,Male,Married,3,3,4,4,A,1,1,31.25,5,1560,90,1422,4.38,2.112,1.875,Diesel,2,0,0
7813,2012,33%,RB,42,42,Male,Married,4,4,3,4,A,2,2,33.6,5,1560,90,1422,4.38,2.112,1.875,Diesel,3,1,65.51
7814,2011,58%,NB,40,40,Male,Married,1,1,1,4,A,1,1,29.555,4,1398,70,1190,3.864,1.716,1.721,Diesel,0,0,0
7815,2012,50%,NB,40,40,Male,Married,1,1,1,4,A,1,1,29.555,4,1398,70,1190,3.864,1.716,1.721,Diesel,0,1,1821.55
7816,2011,58%,NB,38,38,Male,Married,5,5,6,4,C,4,4,28.75,5,2499,143,1802,5.012,1.75,1.74,Diesel,0,0,0
7817,2012,50%,NB,38,38,Male,Married,5,5,6,4,C,4,4,28.75,5,2499,143,1802,5.012,1.75,1.74,Diesel,0,0,0
7818,2011,58%,NB,43,43,Male,Married,3,3,3,4,D,7,7,24.7,3,1896,105,1740,4.89,1.904,1.959,Diesel,0,0,0
7819,2012,50%,NB,43,43,Male,Married,3,3,3,4,D,7,7,24.7,3,1896,105,1740,4.89,1.904,1.959,Diesel,0,0,0
7820,2011,58%,NB,28,28,Male,Married,1,1,3,4,D,1,1,27.1,2,1560,90,1401,4.628,1.81,1.832,Diesel,0,0,0
7821,2012,50%,NB,28,28,Male,Married,1,1,3,4,D,1,1,27.1,2,1560,90,1401,4.628,1.81,1.832,Diesel,0,1,2855.06
7822,2011,58%,NB,42,42,Male,Married,3,3,1,2,D,4,4,20.15,2,1248,75,1320,4.633,1.722,1.817,Diesel,1,0,0
7823,2012,50%,NB,42,42,Male,Married,3,3,1,2,D,4,4,20.15,2,1248,75,1320,4.633,1.722,1.817,Diesel,1,0,0
7824,2011,58%,NB,28,28,Male,Married,1,1,3,4,D,1,1,27.1,2,1560,90,1401,4.628,1.81,1.832,Diesel,0,0,0
7825,2012,50%,NB,28,28,Male,Married,1,1,3,4,D,1,1,27.1,2,1560,90,1401,4.628,1.81,1.832,Diesel,0,0,0
7826,2011,58%,NB,56,56,Female,Married,2,2,3,4,D,1,1,29,5,1461,85,1389,4.213,1.83,1.84,Diesel,0,0,0
7827,2012,50%,NB,56,56,Female,Married,2,2,3,4,D,1,1,29,5,1461,85,1389,4.213,1.83,1.84,Diesel,0,0,0
7828,2012,58%,RB,38,38,Male,Married,3,3,4,4,D,7,7,9.36,6,2476,100,1890,5.035,1.82,1.98,Diesel,0,0,0
7829,2011,50%,RB,38,38,Male,Married,3,3,4,4,D,7,7,9.36,6,2476,100,1890,5.035,1.82,1.98,Diesel,0,0,0
7830,2012,58%,NB,47,47,Male,Married,3,3,4,4,A,1,1,27.8,4,1398,70,1190,3.864,1.716,1.721,Diesel,0,0,0
7831,2011,50%,NB,47,47,Male,Married,3,3,4,4,A,1,1,27.8,4,1398,70,1190,3.864,1.716,1.721,Diesel,0,0,0
7832,2012,33%,RB,48,48,Male,Married,4,4,5,4,A,2,2,29.6,4,1398,70,1190,3.864,1.716,1.721,Diesel,1,0,0
7833,2011,25%,NB,50,50,Male,Married,2,2,3,4,A,4,4,31,5,1896,105,1446,4.405,1.802,1.833,Diesel,0,0,0
7834,2012,50%,NB,50,50,Male,Married,2,2,3,4,A,4,4,31,5,1896,105,1446,4.405,1.802,1.833,Diesel,0,0,0
7835,2011,33%,RB,51,51,Male,Married,3,3,4,4,A,5,5,30.1,5,1896,105,1446,4.405,1.802,1.833,Diesel,0,0,0
7836,2011,58%,NB,56,56,Male,Married,4,4,1,2,E,6,6,18.25,5,1997,90,1285,4.137,1.724,1.924,Diesel,2,0,0
7837,2012,50%,NB,56,56,Male,Married,4,4,1,2,E,6,6,18.25,5,1997,90,1285,4.137,1.724,1.924,Diesel,2,0,0
7838,2011,33%,RB,57,57,Male,Married,5,5,3,2,E,7,7,17.934,5,1997,90,1285,4.137,1.724,1.924,Diesel,3,0,0
7839,2011,58%,NB,50,50,Male,Married,2,2,3,16,A,1,1,22,4,1398,70,1090,3.864,1.816,1.721,Diesel,0,0,0
7840,2012,50%,NB,50,50,Male,Married,2,2,3,16,A,1,1,22,4,1398,70,1090,3.864,1.816,1.721,Diesel,0,0,0
7841,2012,58%,RB,51,51,Male,Married,2,2,3,4,A,3,3,23.7,3,1398,70,1090,3.864,1.816,1.721,Diesel,0,0,0
7842,2011,50%,RB,51,51,Male,Married,2,2,3,4,A,3,3,23.7,3,1398,70,1090,3.864,1.816,1.721,Diesel,0,0,0
7843,2011,58%,NB,60,60,Male,Married,1,1,1,4,A,1,1,29,5,1248,90,1350,4.39,1.832,1.845,Diesel,0,0,0
7844,2012,50%,NB,60,60,Male,Married,1,1,1,4,A,1,1,29,5,1248,90,1350,4.39,1.832,1.845,Diesel,0,0,0
7845,2012,58%,RB,60,60,Male,Married,5,5,5,7,A,1,1,35.7,5,1598,105,1420,4.39,1.832,1.845,Diesel,2,0,0
7846,2012,50%,RB,60,60,Male,Married,5,5,5,7,A,1,1,35.7,5,1598,105,1420,4.39,1.832,1.845,Diesel,2,0,0
7847,2011,58%,RB,53,53,Female,Divorced,5,5,5,4,A,6,6,17.5,4,1242,60,860,3.538,1.578,1.578,Gasoline,1,0,0
7848,2012,50%,RB,53,53,Female,Divorced,5,5,5,4,A,6,6,17.5,4,1242,60,860,3.538,1.578,1.578,Gasoline,1,0,0
7849,2012,58%,NB,39,39,Female,Married,3,3,5,4,C,3,3,33.85,5,2499,143,1855,1.805,2.09,1.75,Diesel,0,0,0
7850,2011,50%,NB,39,39,Female,Married,3,3,5,4,C,3,3,33.85,5,2499,143,1855,1.805,2.09,1.75,Diesel,0,0,0
7851,2012,58%,NB,37,37,Male,Married,3,3,1,4,A,1,1,34,5,1560,110,1444,4.38,2.112,1.875,Diesel,3,0,0
7852,2011,50%,NB,37,37,Male,Married,3,3,1,4,A,1,1,34,5,1560,110,1444,4.38,2.112,1.875,Diesel,3,0,0
7853,2012,58%,NB,55,55,Male,Married,2,2,3,4,C,6,6,17.5,5,2499,109,1730,5.005,1.695,1.75,Diesel,4,0,0
7854,2012,50%,NB,55,55,Male,Married,2,2,3,4,C,6,6,17.5,5,2499,109,1730,5.005,1.695,1.75,Diesel,4,0,0
7855,2011,58%,RB,44,44,Male,Married,2,2,3,4,A,5,5,27.4,5,1896,105,1475,4.405,1.802,1.833,Diesel,0,0,0
7856,2012,50%,RB,44,44,Male,Married,2,2,3,4,A,5,5,27.4,5,1896,105,1475,4.405,1.802,1.833,Diesel,0,0,0
7857,2012,58%,RB,48,48,Male,Married,4,4,5,4,D,13,13,8.2,2,2477,75,1370,4.81,1.69,1.97,Diesel,0,0,0
7858,2013,50%,RB,48,48,Male,Married,4,4,5,4,D,13,13,8.2,2,2477,75,1370,4.81,1.69,1.97,Diesel,0,0,0
7859,2012,58%,NB,40,40,Male,Married,3,3,6,4,D,13,13,8.2,2,2477,75,1370,4.81,1.69,1.97,Diesel,0,0,0
7860,2011,50%,NB,40,40,Male,Married,3,3,6,4,D,13,13,8.2,2,2477,75,1370,4.81,1.69,1.97,Diesel,0,0,0
7861,2012,33%,RB,41,41,Male,Married,4,4,6,4,D,14,14,8.7,2,2477,75,1370,4.81,1.69,1.97,Diesel,0,0,0
7862,2012,58%,NB,26,26,Male,Married,1,1,1,4,A,3,3,27.5,5,1560,90,1422,4.38,2.112,1.875,Diesel,0,1,359.33
7863,2011,50%,NB,26,26,Male,Married,1,1,1,4,A,3,3,27.5,5,1560,90,1422,4.38,2.112,1.875,Diesel,0,1,1198.03
7864,2012,58%,NB,42,42,Male,Married,1,1,1,4,E,2,2,27.5,2,1248,75,1190,3.864,1.716,1.721,Diesel,0,0,0
7865,2012,50%,NB,42,42,Male,Married,1,1,1,4,E,2,2,27.5,2,1248,75,1190,3.864,1.716,1.721,Diesel,0,0,0
7866,2011,33%,RB,43,43,Male,Married,2,2,3,4,E,3,3,27.5,2,1248,75,1190,3.864,1.716,1.721,Diesel,1,0,0
7867,2012,58%,NB,31,31,Male,Married,5,5,6,4,A,4,4,32,5,1896,105,1446,4.405,1.802,1.833,Diesel,0,0,0
7868,2011,50%,NB,31,31,Male,Married,5,5,6,4,A,4,4,32,5,1896,105,1446,4.405,1.802,1.833,Diesel,0,0,0
7869,2011,58%,NB,52,52,Male,Married,3,3,4,4,D,2,2,30.45,5,1461,105,1430,4.213,1.83,1.84,Diesel,0,0,0
7870,2012,50%,NB,52,52,Male,Married,3,3,4,4,D,2,2,30.45,5,1461,105,1430,4.213,1.83,1.84,Diesel,0,0,0
7871,2012,33%,RB,53,53,Male,Married,4,4,5,4,D,3,3,26.3,5,1461,105,1430,4.213,1.83,1.84,Diesel,1,0,0
7872,2011,33%,NB,35,35,Male,Married,1,1,1,4,A,1,1,33,5,1598,105,1420,4.39,1.832,1.845,Diesel,0,0,0
7873,2012,33%,RB,36,36,Male,Married,2,2,3,4,A,2,2,31.3,5,1598,105,1420,4.39,1.832,1.845,Diesel,0,0,0
7874,2012,58%,NB,50,50,Male,Married,5,5,1,4,A,1,1,38.35,5,1598,102,1552,4.405,1.802,1.833,Diesel,0,0,0
7875,2011,50%,NB,50,50,Male,Married,5,5,1,4,A,1,1,38.35,5,1598,102,1552,4.405,1.802,1.833,Diesel,0,0,0
7876,2012,58%,NB,50,50,Male,Married,2,2,4,8,A,1,1,34,5,1560,90,1422,4.38,2.112,1.875,Diesel,0,1,2438.33
7877,2011,50%,NB,50,50,Male,Married,2,2,4,8,A,1,1,34,5,1560,90,1422,4.38,2.112,1.875,Diesel,0,0,0
7878,2012,33%,RB,51,51,Male,Married,3,3,5,8,A,2,2,33.6,5,1560,90,1422,4.38,2.112,1.875,Diesel,0,0,0
7879,2012,58%,RB,51,51,Female,Single,5,5,6,4,E,4,4,21.25,2,1248,75,1190,3.864,1.716,1.721,Diesel,0,0,0
7880,2013,50%,RB,51,51,Female,Single,5,5,6,4,E,4,4,21.25,2,1248,75,1190,3.864,1.716,1.721,Diesel,0,0,0
7881,2011,33%,RB,52,52,Female,Single,6,6,6,4,E,5,5,21.3,2,1248,75,1190,3.864,1.716,1.721,Diesel,0,0,0
7882,2012,58%,NB,44,44,Male,Married,5,5,6,2,E,5,5,16.1,5,1248,75,1320,4.253,1.722,1.831,Diesel,0,0,0
7883,2013,50%,NB,44,44,Male,Married,5,5,6,2,E,5,5,16.1,5,1248,75,1320,4.253,1.722,1.831,Diesel,0,0,0
7884,2012,33%,RB,45,45,Male,Married,6,6,6,2,E,6,6,15.3,5,1248,75,1320,4.253,1.722,1.831,Diesel,0,0,0
7885,2013,58%,RB,30,30,Female,Married,7,7,5,4,D,6,6,10.538,2,1248,75,1320,3.999,1.944,1.488,Diesel,6,0,0
7886,2011,50%,RB,30,30,Female,Married,7,7,5,4,D,6,6,10.538,2,1248,75,1320,3.999,1.944,1.488,Diesel,6,0,0
7887,2012,58%,RB,34,34,Male,Married,8,8,6,4,E,7,7,14.65,5,1910,105,1330,4.253,1.722,1.831,Diesel,2,0,0
7888,2012,50%,RB,34,34,Male,Married,8,8,6,4,E,7,7,14.65,5,1910,105,1330,4.253,1.722,1.831,Diesel,2,0,0
7889,2011,33%,RB,35,35,Male,Married,10,9,5,4,E,8,8,14,5,1910,105,1330,4.253,1.722,1.831,Diesel,3,0,0
7890,2012,58%,NB,60,60,Female,Divorced,1,1,1,4,E,4,4,19.75,2,1248,75,1190,3.864,1.716,1.721,Diesel,0,0,0
7891,2012,50%,NB,60,60,Female,Divorced,1,1,1,4,E,4,4,19.75,2,1248,75,1190,3.864,1.716,1.721,Diesel,0,0,0
7892,2012,58%,RB,37,37,Male,Married,3,3,4,4,A,2,2,22.95,4,1398,70,1090,3.864,1.816,1.721,Diesel,1,1,1919.29
7893,2013,50%,RB,37,37,Male,Married,3,3,4,4,A,2,2,22.95,4,1398,70,1090,3.864,1.816,1.721,Diesel,1,0,0
7894,2012,58%,NB,32,32,Male,Married,6,6,5,4,A,5,5,26,5,1896,105,1446,4.405,1.802,1.833,Diesel,1,0,0
7895,2013,50%,NB,32,32,Male,Married,6,6,5,4,A,5,5,26,5,1896,105,1446,4.405,1.802,1.833,Diesel,1,0,0
7896,2012,33%,RB,33,33,Male,Married,7,7,4,4,A,6,6,29.5,5,1896,105,1446,4.405,1.802,1.833,Diesel,2,0,0
7897,2012,58%,NB,31,31,Male,Single,1,1,1,4,A,0,0,40.8,5,1560,110,1422,4.38,1.81,1.84,Diesel,0,0,0
7898,2013,50%,NB,31,31,Male,Single,1,1,1,4,A,0,0,40.8,5,1560,110,1422,4.38,1.81,1.84,Diesel,0,0,0
7899,2012,58%,NB,61,61,Male,Married,6,6,6,2,A,7,7,15.7,5,1753,90,1485,4.297,1.795,1.814,Diesel,0,0,0
7900,2013,50%,NB,61,61,Male,Married,6,6,6,2,A,7,7,15.7,5,1753,90,1485,4.297,1.795,1.814,Diesel,0,0,0
7901,2013,58%,NB,52,52,Male,Married,5,5,6,4,A,5,5,18.5,5,1753,90,1485,4.297,1.795,1.814,Diesel,1,0,0
7902,2012,50%,NB,52,52,Male,Married,5,5,6,4,A,5,5,18.5,5,1753,90,1485,4.297,1.795,1.814,Diesel,1,0,0
7903,2013,58%,NB,46,46,Male,Married,1,1,3,4,A,4,4,19.05,5,1753,90,1485,4.297,1.795,1.814,Diesel,0,0,0
7904,2012,50%,NB,46,46,Male,Married,1,1,3,4,A,4,4,19.05,5,1753,90,1485,4.297,1.795,1.814,Diesel,0,0,0
7905,2013,58%,NB,48,48,Male,Married,7,7,5,4,D,10,10,9.85,2,1910,63,1280,4.159,1.714,1.82,Diesel,1,0,0
7906,2012,50%,NB,48,48,Male,Married,7,7,5,4,D,10,10,9.85,2,1910,63,1280,4.159,1.714,1.82,Diesel,1,0,0
7907,2012,58%,NB,42,42,Male,Married,2,2,3,4,G,6,6,29.55,6,2460,174,1860,4.89,1.904,1.959,Diesel,0,0,0
7908,2013,50%,NB,42,42,Male,Married,2,2,3,4,G,6,6,29.55,6,2460,174,1860,4.89,1.904,1.959,Diesel,0,0,0
7909,2012,58%,NB,27,27,Male,Single,3,3,1,4,A,4,4,29.2,5,1896,105,1446,4.405,1.802,1.833,Diesel,0,0,0
7910,2013,50%,NB,27,27,Male,Single,3,3,1,4,A,4,4,29.2,5,1896,105,1446,4.405,1.802,1.833,Diesel,0,0,0
7911,2012,50%,NB,52,52,Male,Married,7,7,3,4,E,9,9,14.5,2,1753,90,1440,4.525,1.795,1.906,Diesel,1,0,0
7912,2013,58%,NB,52,52,Male,Married,7,7,3,4,E,9,9,14.5,2,1753,90,1440,4.525,1.795,1.906,Diesel,1,1,2767.28
7913,2012,50%,RB,61,61,Male,Married,2,2,1,4,A,1,1,34,5,1560,110,1444,4.38,2.112,1.875,Diesel,1,0,0
7914,2012,58%,RB,61,61,Male,Married,2,2,1,4,A,1,1,34,5,1560,110,1444,4.38,2.112,1.875,Diesel,1,0,0
7915,2013,50%,RB,29,29,Male,Married,2,2,3,4,D,7,7,16.75,2,1461,65,1120,4.035,1.672,1.825,Diesel,0,0,0
7916,2012,58%,RB,29,29,Male,Married,2,2,3,4,D,7,7,16.75,2,1461,65,1120,4.035,1.672,1.825,Diesel,0,0,0
7917,2012,50%,NB,67,67,Male,Married,4,4,5,4,D,3,3,23.25,2,1461,65,1120,4.035,1.672,1.825,Diesel,0,0,0
7918,2013,58%,NB,67,67,Male,Married,4,4,5,4,D,3,3,23.25,2,1461,65,1120,4.035,1.672,1.825,Diesel,0,0,0
7919,2012,58%,NB,60,60,Male,Married,1,1,5,4,C,1,1,52.5,5,1968,122,1882,5.254,1.944,1.834,Diesel,0,0,0
7920,2013,50%,NB,60,60,Male,Married,1,1,5,4,C,1,1,52.5,5,1968,122,1882,5.254,1.944,1.834,Diesel,0,0,0
7921,2012,58%,RB,39,39,Male,Married,5,5,3,7,D,9,9,11.5,2,1910,63,1280,4.159,1.714,1.82,Diesel,0,0,0
7922,2013,50%,RB,39,39,Male,Married,5,5,3,7,D,9,9,11.5,2,1910,63,1280,4.159,1.714,1.82,Diesel,0,0,0
7923,2012,50%,RB,40,40,Male,Married,3,3,4,15,E,2,2,27.5,5,1560,90,1240,4.137,1.724,1.81,Diesel,0,0,0
7924,2013,58%,RB,40,40,Male,Married,3,3,4,15,E,2,2,27.5,5,1560,90,1240,4.137,1.724,1.81,Diesel,0,0,0
7925,2012,58%,NB,34,34,Male,Married,3,3,3,4,A,1,1,32.65,5,1753,110,1485,4.278,1.795,1.739,Diesel,0,0,0
7926,2013,50%,NB,34,34,Male,Married,3,3,3,4,A,1,1,32.65,5,1753,110,1485,4.278,1.795,1.739,Diesel,0,0,0
7927,2012,58%,NB,41,41,Male,Married,2,2,1,4,E,4,4,24.25,5,1870,100,1764,4.782,1.904,1.959,Diesel,1,0,0
7928,2012,50%,NB,41,41,Male,Married,2,2,1,4,E,4,4,24.25,5,1870,100,1764,4.782,1.904,1.959,Diesel,1,0,0
7929,2013,58%,NB,50,50,Male,Married,2,2,3,16,A,8,8,14,5,1461,70,1085,4.035,1.663,1.855,Diesel,0,0,0
7930,2012,50%,NB,50,50,Male,Married,2,2,3,16,A,8,8,14,5,1461,70,1085,4.035,1.663,1.855,Diesel,0,0,0
7931,2013,58%,NB,33,33,Male,Married,2,2,3,4,C,5,5,25,5,2499,109,1730,5.005,1.695,1.75,Diesel,0,0,0
7932,2012,50%,NB,33,33,Male,Married,2,2,3,4,C,5,5,25,5,2499,109,1730,5.005,1.695,1.75,Diesel,0,0,0
7933,2012,58%,NB,28,28,Male,Married,1,1,1,4,A,2,2,29,5,1560,90,1422,4.38,2.112,1.875,Diesel,0,0,0
7934,2013,50%,NB,28,28,Male,Married,1,1,1,4,A,2,2,29,5,1560,90,1422,4.38,2.112,1.875,Diesel,0,0,0
7935,2012,50%,NB,41,41,Male,Married,5,5,6,4,A,1,1,34.125,5,1248,90,1350,4.39,1.832,1.845,Diesel,0,0,0
